# SN2018hna magnitudes from Swift UVOT                                                        
# generated Mon Apr 20 12:28:43 CDT 2020 using version 2015.1                                         
# of Peter Brown's photometry pipeline                                                      
# and version Swift_Rel4.5(Bld34)_27Jul2015 of HEASOFT                                                      
#                                                                                         
# Data comes from the Swift Data Center                                                   
# A 5 arcsec aperture is used to measure the counts for the coincidence loss correction,  
# a 3 or 5 arcsec source aperture (based on the error) was used for the aperture photometry 
# subtracting off the galaxy count rate in a template image  (if available),              
# and applying an aperture correction as appropriate (based on average psf in Swift CALDB)
# and zeropoints from Breeveld et al. (2011) which update Poole et al. (2008)             
# including a time-dependent sensitivity loss                                             
# to put the magnitudes on the UVOT photometric system described in that paper.   
# The sensitivity correction has been updated based on the 2015 redetermination.        
#
#  Brown, P. J., Holland, S. T., Immler, S., et al. 2009, ApJ, 137, 4517
#  Brown, P. J., et al. 2014, Ap&SS, submitted
#  Breeveld, A. A., Landsman, W., Holland, S. T., et al. 2011, in AIP Conf. Proc. 1358,   
#     Gamma-Ray Bursts 2010, ed. J. E. McEnergy, J. L. Racusin, & N. Gehrels                 
#     (Melville, NY: AIP), 373; arXiv:1102.4717                                              
#  Poole, T. S., Breeveld, A. A., Page, M. J., et al. 2008, MNRAS, 383, 627
#                                                                                         
#                                                                                           
#                                                                                           
# The underlying galaxy had the following count rates                                       
# in a 5 arcsec aperture at the source position  
# (missing filters list 0 but used a background region similar to the SN ):                 
# Galaxy count rates in 5" aperture
# V              0.245710       0.124682
# B              0.430540       0.160389
# U              0.497410       0.114459
# UVW1          0.0866431      0.0402327
# UVM2          0.0235795      0.0152173
# UVW2          0.0799572      0.0288794
#                                                                                           
# There are no known issues with this photometry.                                           
#                                                                                           
# Filter MJD[days] Mag MagErr 3SigMagLim 0.98SatLim[mag] Rate[c/s] RateErr[c/s] Ap[arcsec] Frametime[s] Exp[s] Telapse[s]
#                                                                                           
V        58459.8696  14.813   0.066  18.279  11.613  17.021   1.030  3.0  0.0110      57.63    5502.19
V        58464.8847  14.612   0.066  17.936  11.622  20.466   1.252  5.0  0.0110      40.13      40.78
V        58466.8454  14.622   0.057  18.391  11.626  20.288   1.068  3.0  0.0110     109.36   28673.11
V        58477.9398  14.422   0.052  18.759  11.612  24.400   1.174  3.0  0.0110     203.39  155180.19
V        58484.9800  14.269   0.049  18.690  11.607  28.078   1.280  5.0  0.0110     137.37    5726.99
V        58492.4466  14.249   0.051  18.505  11.607  28.590   1.349  5.0  0.0110      84.37      85.73
V        58497.1244  14.228   0.050  18.550  11.606  29.172   1.356  5.0  0.0110      90.11    6498.15
V        58499.3891  14.221   0.048  18.786  11.607  29.342   1.291  5.0  0.0110     199.87   27996.67
V        58506.8537  14.451   0.056  18.628  11.606  23.751   1.221  3.0  0.0110     105.85   11215.13
V        58513.5957  14.847   0.055  18.834  11.606  16.491   0.829  3.0  0.0110     181.42   16822.26
V        58521.5424  15.372   0.062  18.658  11.615  10.165   0.583  3.0  0.0110     129.05   68985.37
V        58522.7054  15.442   0.056  18.895  11.614   9.533   0.494  3.0  0.0110     272.02   40460.54
V        58531.7063  15.767   0.064  18.809  11.612   7.065   0.415  3.0  0.0110     173.93   68872.05
V        58536.7527  15.805   0.059  18.955  11.611   6.821   0.369  3.0  0.0110     298.83   22572.86
V        58543.6811  15.864   0.061  18.943  11.607   6.460   0.366  3.0  0.0110     232.68   38672.48
V        58550.7220  15.994   0.059  19.027  11.607   5.733   0.314  3.0  0.0110     346.65   17324.03
V        58558.4743  16.026   0.066  18.912  11.607   5.566   0.336  3.0  0.0110     198.14   40207.53
V        58572.2456  16.229   0.073  18.858  11.607   4.616   0.309  3.0  0.0110     161.98   97849.61
V        58578.6268  16.339   0.064  19.024  11.608   4.171   0.247  3.0  0.0110     342.99   40253.02
V        58585.4965  16.505   0.069  19.012  11.607   3.582   0.227  3.0  0.0110     308.13   22801.53
V        58668.0512  17.480   0.148  18.642  11.618   1.459   0.199  3.0  0.0110     121.55    5837.18
#                                                                                           
